id,wikipedia_id,url,question,correct,wrong1,wrong2,wrong3,wrong4,wrong5
b162caeb-acd2-4f9f-a007-beb6addd4531,258936,https://simple.wikipedia.org/wiki/Sodium%20sulfite,What is the chemical formula of sodium sulfite?,Na2SO3,NaSO4,Na2S2O3,Na2SO4,NaS2O3,NaSO3
27b2d116-f13a-4809-a27b-20af872337be,468801,https://simple.wikipedia.org/wiki/Ni%C3%A8vre%20%28Loire%29,In which department does the Nièvre flow?,Nièvre department,Loire department,Bourgogne department,Haute-Saône department,Saône-et-Loire department,Côte-d'Or department
933381c6-7b6f-41ed-a4d6-48ff238e64ce,1019850,https://simple.wikipedia.org/wiki/Heart%20of%20Glass%20%28song%29,Which album features 'Heart of Glass'?,Parallel Lines,Eat to the Beat,Plastic Letters,Panic of Girls,Autoamerican,No Exit
855d09b8-61d7-4b58-847c-4c2e28cd786d,217908,https://simple.wikipedia.org/wiki/Selena%20Gomez,How many siblings does Selena Gomez have?,Two,One,Three,Four,None,Five
06aff20a-e678-447c-9c45-511da562a2c4,1049518,https://simple.wikipedia.org/wiki/Stuntin%27%20Like%20My%20Daddy,What certification did the song and ringtone receive from the RIAA?,Platinum,Gold,Silver,Diamond,Multi-Platinum,Platinum Plus
fc3d9ee7-eb9f-4803-a141-6471a0436a78,813869,https://simple.wikipedia.org/wiki/Zayed%20bin%20Sultan%20Al%20Nahyan,When did Sheikh Zayed start his presidency?,1971,1970,1972,1973,1974,1975
d0a3cac7-bc37-48da-b77b-b475461c8f8c,745688,https://simple.wikipedia.org/wiki/Serge%20Telle,In which city was Serge Telle born?,Nantes,Paris,Lyons,Marseille,Nice,Bordeaux
84d990eb-f328-4db6-90f9-f813aaaa706d,280189,https://simple.wikipedia.org/wiki/Juggling,What is one purpose of juggling?,Art,Cooking,Fishing,Painting,Baking,Sculpting
5f91613b-e483-44de-b022-9efd49b498c6,383099,https://simple.wikipedia.org/wiki/Brunhilda%20of%20Austrasia,What title did Brunhilda hold after marrying Sigebert I?,Queen of Austrasia.,Duchess of Burgundy.,Empress of the Franks.,Lady of Spain.,Princess of Austrasia.,Queen Mother of Merovech.
752961f0-b691-4b86-9578-e67e5a30ef49,770456,https://simple.wikipedia.org/wiki/Liisamaija%20Laaksonen,Which film is Liisamaija Laaksonen known for that was released in 1968?,Black on White,White on Black,Black in Color,Colors of Black,Shades of Black,Dark and Light
575c0318-7145-4ba7-8ff6-6ecbc1999efe,480403,https://simple.wikipedia.org/wiki/Nutella,How often is a Nutella sold?,Every 2.5 seconds,Every 5 seconds,Every 10 seconds,Every 15 seconds,Every 2 seconds,Every 1 minute
acf8d7ab-2c10-440d-baf7-7f86b9ad1856,331279,https://simple.wikipedia.org/wiki/What%27s%20My%20Line%3F,In what year did CBS stop airing 'What's My Line'?,1967,1965,1969,1970,1975,1962
57e295c4-70b4-490a-8037-068457d9164a,920641,https://simple.wikipedia.org/wiki/Far%20Cry,What significant change was introduced in Far Cry 2 compared to its predecessor?,The use of Dunia Engine,The introduction of a multiplayer mode,An increase in player character choices,The removal of open-world elements,A shift to third-person gameplay,The implementation of a linear narrative
480796d5-e442-48be-91d3-3a4164cf9136,20365,https://simple.wikipedia.org/wiki/Gunpowder%20Plot,What was the response of the English Catholics to the Gunpowder Plot as stated by James?,They should rejoice at his survival,They should be punished for the actions of a few,They are a threat to the monarchy,They endorsed the conspirators' actions,They deserve greater representation in Parliament,They must distance themselves from the plotters
23d8b5bc-e9e3-46a2-a5ae-72a4fe2dab6d,504862,https://simple.wikipedia.org/wiki/Twelve%20Penny%20Black,What is the value of the Twelve Penny Black stamp?,12 pence,15 pence,10 pence,20 pence,5 pence,8 pence
489d6ec6-4efe-45d8-b663-38b228e38955,1045726,https://simple.wikipedia.org/wiki/Darkness%20%28Aerosmith%20song%29,Which live track is listed last in the track listing?,My Fist Your Face (Live),The Hop (Live),She's on Fire (Live),Love in an Elevator (Live),Rag Doll (Live),Janie's Got a Gun (Live)
4a48915f-f798-4c4b-8944-d246187154e0,857501,https://simple.wikipedia.org/wiki/Skite%20%28album%29,How was the critical reception of the album Skite described?,Mixed critical reception,Overwhelmingly positive,Unfavorable reviews,Generally negative,Extremely divisive,Completely ignored
0083153c-5cb0-4b03-b7c9-94c60a077af1,427817,https://simple.wikipedia.org/wiki/Analytical%20psychology,Which components of folklore are examined in analytical psychology?,"Fairy tales, myths, legends, and paranormal events.","Historical documents, religious texts, and legal codes.","Fables, songs, dances, and cultural rituals.","Textbooks, scientific articles, and documentaries.","Comics, movies, and television shows.","Sociological studies, political speeches, and advertisements."
e3de5bec-b3c4-4c44-82a0-06b31041e101,624593,https://simple.wikipedia.org/wiki/Kashmir%20stag,What type of habitats are associated with the Kashmir stag?,Dense riverine forests,Open grasslands,Mountains and plains,Desert scrubland,Tropical rainforests,Urban environments
91a135fd-3c16-4ab5-8109-01d63aa1c9a3,751537,https://simple.wikipedia.org/wiki/Pip%20and%20Jane%20Baker,What was the title of the serial written by the Bakers in 1985?,The Mark of the Rani,The Return of the Rani,The Rise of the Rani,The Mark of Time,The Fall of the Rani,The Mark of the Vervoids
05626888-ae03-49a8-87fb-91a36b0586a7,838483,https://simple.wikipedia.org/wiki/Pininfarina,What was the initial number of employees at Pininfarina in its first year?,Eighteen,Twenty-five,Twelve,Thirty,Fifteen,Twenty
01c868b6-73d6-4e9e-b573-f2cf207c8af6,816109,https://simple.wikipedia.org/wiki/Khuman%20Khamba,What was the response of the audience to the dance of Khamba and Thoibi?,Joyful shouts,Disapproving murmurs,Curious whispers,Loud applause,Silence of wonder,Excited laughter
2ac91da3-c400-4caa-98a0-1ec7f3eb55f9,537382,https://simple.wikipedia.org/wiki/Convict%20lease,What was the main ethical concern regarding convict leasing?,Prisoners were treated poorly and exploited.,Prisoners received too many benefits.,Contractors were underregulated.,Prisons were overcrowded with volunteers.,Contractors lacked sufficient training.,It increased prison costs dramatically.
5b26dfc9-005b-446a-8693-0e200e6db2f8,1035913,https://simple.wikipedia.org/wiki/Cneoridium%20dumosum%20%28Nuttall%29%20Hooker%20F.%20Collected%20March%2026%2C%201960%2C%20at%20an%20Elevation%20of%20about%201450%20Meters%20on%20Cerro%20Quemaz%C3%B3n%2C%2015%20Miles%20South%20of%20Bah%C3%ADa%20de%20Los%20Angeles%2C%20Baja%20California%2C%20M%C3%A9xico%2C%20Apparently%20for%20a%20Southeastward%20Range%20Extension%20of%20Some%20140%20Miles,In which volume of Madroño was the paper published?,Volume 16,Volume 15,Volume 17,Volume 14,Volume 18,Volume 13
3a829108-26a0-4e87-933d-15a695904777,949913,https://simple.wikipedia.org/wiki/Kray%20twins,What was the non-parole period given to the Kray twins after their sentencing?,30 years,25 years,20 years,35 years,40 years,15 years
3db18af8-59e2-4853-8448-d6f80443834b,274599,https://simple.wikipedia.org/wiki/Robert%20Bortuzzo,Which championship did Robert Bortuzzo's team win before he joined the Kitchener Rangers?,League championship,Provincial championship,National championship,Playoff championship,World championship,Intercontinental championship
ec6e90ab-83e9-4785-9e24-7e0e29c40b6e,724879,https://simple.wikipedia.org/wiki/Fitzhugh%20Mullan,What was Fitzhugh Mullan's profession?,Physician,Surgeon,Pharmacist,Nurse,Dentist,Veterinarian
4b8a2793-986f-4b1f-b14c-d8a7c1376309,739818,https://simple.wikipedia.org/wiki/Maryan%20Plakhetko,When was Maryan Plakhetko born?,1 March 1945,1 April 1945,1 May 1945,1 March 1940,1 March 1950,1 March 1955
3c2742ba-79a0-4fa4-bbfb-8ff057da1f4b,336195,https://simple.wikipedia.org/wiki/Akebono%20%28satellite%29,Which celestial phenomena did Akebono focus on studying?,Auroras,Comets,Black holes,Galaxies,Asteroids,Solar flares
87d1ed9d-7da3-48ee-8a1c-d7f6926c7d56,11331,https://simple.wikipedia.org/wiki/Euboea,Which geographic feature is Euboea classified as in Greece?,Island,Mountain,Peninsula,Coastal region,Lake,River delta
a29042f0-1949-4c8a-a178-64f2e224582f,777311,https://simple.wikipedia.org/wiki/1Malaysia%20Development%20Berhad%20scandal,"What did the Monetary Authority of Singapore announce on May 30, 2017?",It imposed financial penalties on Credit Suisse and United Overseas Bank.,It announced a merger with another financial authority.,It fined multiple banks for unrelated financial misconduct.,It launched an investigation into local investment firms.,It increased interest rates for foreign transactions.,It issued new regulations for cryptocurrency exchanges.
fc285bde-8199-4e21-8d65-eb017e83b1fc,439580,https://simple.wikipedia.org/wiki/P%C3%B6yty%C3%A4,What is the name of the municipality in Southwest Finland?,Pöytyä,Aura,Eura,Turku,Loimaa,Mynämäki
8b84c52d-d47f-447d-9be5-7ee8658301a4,516925,https://simple.wikipedia.org/wiki/Bye%20%28sports%29,In what type of tournament is a bye most commonly used?,In single-elimination tournaments.,In pool play tournaments.,In round-robin tournaments only.,In friendly matches and exhibitions.,In knockout rounds of competitions.,In league competitions exclusively.
e38fa303-55c4-4aa0-a84f-2bc9766a2745,392128,https://simple.wikipedia.org/wiki/Tomkinson%20Ranges,Who is the Tomkinson Ranges named after?,Samuel Tomkinson,William Gosse,Ernest Giles,John McDouall Stuart,James Cook,Henry Edward Veale
d6fa7d25-8e6e-42ec-b883-e331c8290df1,731388,https://simple.wikipedia.org/wiki/Steyr-Land%20District,In which state is the Steyr-Land District located?,Upper Austria,Lower Austria,Styria,Tyrol,Vienna,Carinthia
562c8e02-ab58-4d73-a41e-1f288a005c9b,439987,https://simple.wikipedia.org/wiki/Suicide%20in%20Greenland,During which decade did the suicide rate in Greenland begin to rise significantly?,1970s,1980s,1960s,1990s,2000s,1950s
6f71d23d-04cb-4112-a2a9-01555c5db0a8,897833,https://simple.wikipedia.org/wiki/Don%20Pepot,In which year did Don Pepot pass away?,2022,2021,2020,2019,2018,2023
72460e67-a652-40b8-a3c8-3bf53e07a597,927764,https://simple.wikipedia.org/wiki/Karine%20Jean-Pierre,What role did Karine Jean-Pierre hold prior to becoming Press Secretary?,Principal Deputy Press Secretary,Senior Political Advisor,Assistant Press Secretary,Senior Counsel,Communications Director,Policy Analyst
766c4dc3-e2c9-42b5-8b47-c0cd4e69d3e8,680649,https://simple.wikipedia.org/wiki/Super%20Bowl%20LI,How many people approximately watched Super Bowl LI in the United States?,111.3 million,100 million,115 million,120 million,105 million,110 million
f810f0e9-b690-43c8-9f7e-82293501a0e0,390856,https://simple.wikipedia.org/wiki/James%20Karen,What character did James Karen play in Superman Returns?,Ben Hubbard,Ben Harper,Martin Hubbard,Henry Hubbard,James Benning,Michael Hubbard
6f95a0cd-825b-4a83-b26a-799edeef00fe,9504,https://simple.wikipedia.org/wiki/Buffy%20the%20Vampire%20Slayer,What is a key element of dialogue in Whedon's series?,Witty dialogue with pop culture references,"Slow, serious dialogue with historical references",Lengthy monologues without humor,Complicated language that is difficult to understand,Simple statements without context,Overly dramatic speeches with no humor
8e29cde8-58c1-4ca3-aafa-973e71a17317,23941,https://simple.wikipedia.org/wiki/Saint%20Pierre%20and%20Miquelon,Where is Saint Pierre and Miquelon located?,Close to Newfoundland,Far from Newfoundland,Near Quebec,In the Caribbean,In the Atlantic Ocean,Along the coast of Europe
ba3b450c-7acd-4a16-936a-6020a2b92f6c,67055,https://simple.wikipedia.org/wiki/Michael%20Douglas,Who played Insp. Steve Keller in The Streets of San Francisco?,Michael Douglas,Kirk Douglas,Catherine Zeta-Jones,Steve McQueen,Robert De Niro,Al Pacino
cdd698ca-a746-4e39-bf43-86fb7e405c8b,786633,https://simple.wikipedia.org/wiki/FA%20Women%27s%20Super%20League,What is a current sponsor of the FA Women's Super League?,Barclays,Adidas,Nike,Puma,Under Armour,Reebok
701f3e5d-688d-4f2c-959c-0633912298a2,406209,https://simple.wikipedia.org/wiki/Enrique%20Floriano%20Millan,What notable achievement did Enrique have in the 5 km open water swim?,Finished first,Finished second,Finished third,Finished fourth,Finished fifth,Finished sixth
0ca0ea02-5eef-482d-8997-797545e590db,758679,https://simple.wikipedia.org/wiki/Roland%20Povinelli,What was the birth date of Roland Povinelli?,9 August 1941,9 July 1940,8 August 1941,11 September 1941,10 August 1941,9 August 1942
27683b33-8ce4-44f5-958f-6998760f8de8,116803,https://simple.wikipedia.org/wiki/Muhammad%20ibn%20al-Qasim,Which dynasty controlled the territory of Sindh after its conquest?,Umayyad Caliphate,Abbasid Caliphate,Fatimid Caliphate,Seljuk Empire,Sassanid Empire,Ottoman Empire
8ddaf6a2-d262-4a8d-809d-989e3351dfbe,690882,https://simple.wikipedia.org/wiki/2019%20Madeira%20bus%20crash,What was the role of the individual who visited Madeira on 18 April?,German foreign minister,Portuguese tourist guide,Madeiran mayor,German ambassador,President of Portugal,European Commissioner
5fda9cf8-293f-415c-9056-0ef12de8f146,283354,https://simple.wikipedia.org/wiki/Steve%20Cropper,What nickname is Steve Cropper commonly known by?,The Colonel,The Duke,The General,The Captain,The Baron,The Chief
fb65b57f-129d-4577-886c-a8dbe81e4971,883691,https://simple.wikipedia.org/wiki/Arakan%20Army,In which state is the Arakan Army primarily based?,Rakhine State,Kachin State,Shan State,Mon State,Kayah State,Chin State
e9ed9385-ef09-451e-99a3-fc63f698ce1e,801027,https://simple.wikipedia.org/wiki/Joyce%20Fairbairn,At what age did Joyce Fairbairn pass away?,82,75,90,85,78,88
4e6a5ffe-002d-4e70-93de-73b80959a0e0,775629,https://simple.wikipedia.org/wiki/Mareike%20Miller,What sport does Mareike Miller play?,Wheelchair basketball,Stand-up basketball,Indoor volleyball,Adaptive soccer,Wheelchair rugby,Rowing
0d57bb6b-ac3c-4f72-ab7d-fea92452fa84,521519,https://simple.wikipedia.org/wiki/Laurent%20Vidal,At what age did Laurent Vidal die?,31 years old,30 years old,32 years old,29 years old,33 years old,28 years old
4d1ab972-da04-41bc-8230-d024a4066a25,549738,https://simple.wikipedia.org/wiki/Springfield%20Model%201795%20Musket,What caliber was the Springfield Model 1795 Musket?,.69 caliber,.75 caliber,.50 caliber,.90 caliber,.60 caliber,.85 caliber
474d0fe2-8169-4cb7-8ea9-4b57eb3769d1,923853,https://simple.wikipedia.org/wiki/M%C3%A1ty%C3%A1s%20R%C3%A1kosi,What was a significant consequence of Rákosi's leadership?,accelerated Sovietization of Hungary,increased trade with the West,development of a multi-party system,liberalization of the economy,democratization of Hungarian politics,restoration of royal authority
546465ea-1171-42e5-9477-83ef382a33bc,1052164,https://simple.wikipedia.org/wiki/High%20Court%20of%20Justiciary,What is the official list of crimes the accused is charged with called?,Indictment.,Committal.,Libel.,Plea agreement.,Sentencing brief.,Prosecution statement.
961f7bca-aaa2-42d1-944f-d5df7ad5c421,270341,https://simple.wikipedia.org/wiki/Hadrosaur,What does the term 'Hadrosaurines' refer to?,A clade with solid crests or no crests,A group with long tails and spikes,A type with feathered bodies,A lineage of carnivorous dinosaurs,A family with colorful patterns,A class of aquatic reptiles
e063f8c3-b617-4893-9dce-6a784f7470e5,933004,https://simple.wikipedia.org/wiki/Andreeva%20Bay,What did Russian authorities report in May 2022 regarding nuclear waste cleanup?,That half of the nuclear waste has been cleaned up in the last 5 years,That no nuclear waste cleanup efforts have been made,That all nuclear waste was cleared in the last year,That work is expected to start soon,That cleanup efforts have been halted,That a new facility for waste storage is being created
1885f78c-eb8b-4341-a9bb-86a107cb8f64,8167,https://simple.wikipedia.org/wiki/February%2020,"Which American actor was born on February 20, 1987?",Miles Teller,Leonardo DiCaprio,Brad Pitt,Johnny Depp,Matthew McConaughey,Chris Evans
